Date,Close/Last,Volume,Open,High,Low
04/22/2025,93077.50,N/A,88157.50,93839.70,92621.10
04/21/2025,88153.50,N/A,87166.70,88826.50,87105.20
04/20/2025,87237.00,N/A,85167.50,87602.50,85148.80
04/19/2025,85139.10,N/A,84881.20,85321.00,85048.80
04/18/2025,84882.70,N/A,84829.80,84971.70,84366.50
04/17/2025,84808.90,N/A,83995.30,85106.10,84733.40
04/16/2025,83976.70,N/A,83718.10,84475.90,83822.80
04/15/2025,83711.50,N/A,85379.30,83949.10,83143.50
04/14/2025,85329.60,N/A,84563.90,85401.10,84357.10
04/13/2025,84582.10,N/A,85453.80,85521.90,83705.20
04/12/2025,85526.40,N/A,82967.70,85999.50,84749.90
04/11/2025,83084.10,N/A,80812.40,83558.10,82828.00
04/10/2025,80775.10,N/A,81754.00,80805.40,79004.20
04/09/2025,81683.20,N/A,75051.10,82737.50,81482.20
04/08/2025,75210.70,N/A,79894.60,76830.70,74657.30
04/07/2025,79783.00,N/A,77701.40,80839.80,78860.20
04/06/2025,77425.30,N/A,83334.70,79315.60,77364.50
04/05/2025,83285.70,N/A,83643.50,83731.70,83184.60
04/04/2025,83724.00,N/A,82803.00,84249.30,83472.90
04/03/2025,82806.90,N/A,83474.40,83396.30,82621.30
04/02/2025,83465.90,N/A,84568.00,83908.90,82193.80
04/01/2025,84595.60,N/A,82961.30,85249.60,84528.70
03/31/2025,83003.00,N/A,81520.70,83238.20,82435.80
03/30/2025,81573.80,N/A,83099.50,82408.00,81300.10
03/29/2025,82450.50,N/A,84410.40,84603.40,81668.20
03/28/2025,84234.70,N/A,86794.60,84603.40,83727.60
03/27/2025,86798.80,N/A,87663.60,87507.50,86764.30
03/26/2025,87641.40,N/A,87153.80,87751.40,86808.00
03/25/2025,87079.20,N/A,86523.60,87877.90,87079.20
03/24/2025,86501.20,N/A,86557.90,87680.40,86363.40
03/23/2025,86390.10,N/A,84207.50,86609.50,85541.60
03/22/2025,84249.10,N/A,84251.20,84275.40,83812.70
03/21/2025,84222.60,N/A,84446.90,84329.70,83987.30
03/20/2025,84476.00,N/A,85893.10,84831.00,84176.00
03/19/2025,85863.20,N/A,83047.50,87419.00,85658.00
03/18/2025,82962.40,N/A,83145.60,83243.70,82557.50
03/17/2025,83746.50,N/A,83054.20,84019.10,83722.60
03/16/2025,83665.40,N/A,84341.50,83665.40,82565.10
03/15/2025,84295.10,N/A,84492.80,84364.60,83753.50
03/14/2025,84479.00,N/A,81891.20,84679.50,83974.20
03/13/2025,81809.90,N/A,83576.20,82241.10,80833.20
03/12/2025,83632.90,N/A,82123.00,84292.00,83357.20
03/11/2025,82222.10,N/A,79510.00,83750.20,82146.10
03/10/2025,79647.50,N/A,82045.60,79813.60,76677.10
03/09/2025,82197.80,N/A,86124.60,82697.00,80122.60
03/08/2025,86027.70,N/A,86459.00,86498.60,85959.80
03/07/2025,86485.80,N/A,87663.80,86886.80,85264.60
03/06/2025,87609.30,N/A,92283.40,90978.90,84864.30
03/05/2025,92242.80,N/A,86887.70,92245.10,89994.60
03/04/2025,87008.00,N/A,83380.90,87870.10,86429.40
03/03/2025,83745.70,N/A,92846.70,86756.40,82558.20
03/02/2025,92940.10,N/A,85747.20,94266.10,92454.30
03/01/2025,85827.00,N/A,84290.50,86546.30,83837.30
02/28/2025,86074.40,N/A,84290.50,86546.30,83837.30
02/27/2025,80505.00,N/A,84737.30,84876.30,79535.10
02/26/2025,85147.00,N/A,88142.00,85401.80,84085.50
02/25/2025,88825.90,N/A,91843.00,89375.30,88136.20
02/24/2025,92095.20,N/A,96251.60,92523.10,91014.60
02/23/2025,95343.70,N/A,96654.90,96497.90,95118.70
02/22/2025,96437.70,N/A,96178.60,96655.20,96383.10
02/21/2025,96376.20,N/A,98242.30,96463.80,95801.10
02/20/2025,98206.60,N/A,96856.10,98509.90,98096.60
02/19/2025,97194.10,N/A,96644.80,97347.70,96441.90
02/18/2025,95439.10,N/A,95638.00,95930.00,95057.50
02/17/2025,95985.70,N/A,96035.10,96319.90,95559.70
02/16/2025,96115.50,N/A,97532.80,96612.60,96041.20
02/15/2025,97526.40,N/A,97665.40,97706.50,97431.60
02/14/2025,97556.30,N/A,96753.80,97973.20,97252.50
02/13/2025,96789.00,N/A,96932.80,97222.40,96399.00
02/12/2025,97003.80,N/A,95543.20,98079.60,97003.80
02/11/2025,95525.60,N/A,98070.90,96259.80,95128.90
02/10/2025,98069.60,N/A,96938.90,98115.40,97434.00
02/09/2025,96852.70,N/A,96218.70,97297.80,96369.00
02/08/2025,96623.30,N/A,95981.20,96862.80,95716.10
02/07/2025,96402.10,N/A,97460.60,96862.80,96237.10
02/06/2025,97467.50,N/A,97623.40,97872.20,96424.20
02/05/2025,97631.20,N/A,98042.50,97824.00,96510.60
02/04/2025,98213.40,N/A,100069.00,98890.50,97183.60
02/03/2025,100151.00,N/A,92749.80,101693.00,100151.00
02/02/2025,93027.20,N/A,99539.80,97686.00,91695.80
02/01/2025,100785.00,N/A,102142.00,102771.00,100748.00
01/31/2025,102381.00,N/A,104005.00,102771.00,102138.00
01/30/2025,104197.00,N/A,105498.00,105001.00,103959.00
01/29/2025,105361.00,N/A,102007.00,105364.00,103388.00
01/28/2025,102070.00,N/A,102920.00,102275.00,101342.00
01/27/2025,102979.00,N/A,100400.00,103362.00,101356.00
01/26/2025,100482.00,N/A,105153.00,103235.00,100447.00
01/25/2025,105214.00,N/A,104644.00,105400.00,104521.00
01/24/2025,104861.00,N/A,104657.00,105256.00,104390.00
01/23/2025,104563.00,N/A,102031.00,104719.00,102760.00
01/22/2025,102011.00,N/A,105580.00,103789.00,101597.00
01/21/2025,105559.00,N/A,102316.00,106266.00,105366.00
01/20/2025,102312.00,N/A,102228.00,103190.00,100193.00
01/19/2025,102381.00,N/A,104947.00,102733.00,99676.00
01/18/2025,104860.00,N/A,103581.00,105416.00,104014.00
01/17/2025,103429.00,N/A,101480.00,104661.00,102729.00
01/16/2025,101217.00,N/A,99604.90,102089.00,99956.20
01/15/2025,99589.90,N/A,97187.20,100812.00,99301.10
01/14/2025,97183.00,N/A,95120.10,97702.70,96501.90
01/13/2025,94984.10,N/A,94552.90,95268.40,94359.50
01/12/2025,94524.30,N/A,94583.60,95906.90,93902.20
01/11/2025,94609.70,N/A,94061.80,94694.40,94297.10
01/10/2025,93910.40,N/A,93771.00,94723.60,93847.80
01/09/2025,93724.00,N/A,94428.60,93857.30,92474.10
01/08/2025,94312.00,N/A,96276.60,95323.10,93527.70
01/07/2025,96207.20,N/A,101689.00,97266.40,96145.80
01/06/2025,101787.00,N/A,99469.90,102678.00,101548.00
01/05/2025,99318.10,N/A,98355.80,99425.40,97932.30
01/04/2025,98383.30,N/A,97993.80,98511.70,98048.20
01/03/2025,97948.50,N/A,96793.30,98297.50,97808.90
01/02/2025,96766.00,N/A,95664.60,97292.90,96647.70
01/01/2025,95886.00,N/A,93527.30,95962.40,94381.20
12/31/2024,93631.30,N/A,92429.30,94425.30,93470.00
12/30/2024,92408.60,N/A,93260.90,92863.20,92036.20
12/29/2024,93468.70,N/A,95157.90,94220.20,93360.10
12/28/2024,95097.00,N/A,94561.70,95315.40,94811.10
12/27/2024,94534.00,N/A,96395.40,94669.20,94124.70
12/26/2024,96343.70,N/A,98958.10,96553.80,95391.10
12/25/2024,98395.50,N/A,98019.10,99922.50,98324.00
12/24/2024,98263.50,N/A,94345.00,98839.70,97722.30
12/23/2024,94142.80,N/A,96014.20,94855.10,93566.20
12/22/2024,95836.20,N/A,96985.30,96487.50,93751.20
12/21/2024,96219.20,N/A,97585.20,97422.20,96194.90
12/20/2024,97570.70,N/A,97300.60,97809.80,97190.00
12/19/2024,97414.30,N/A,100651.00,97803.20,95995.20
12/18/2024,100811.00,N/A,103889.00,101269.00,98909.90
12/17/2024,103696.00,N/A,106504.00,106478.00,103605.00
12/16/2024,106484.00,N/A,104675.00,106961.00,105686.00
12/15/2024,104508.00,N/A,102358.00,106569.00,104296.00
12/14/2024,102202.00,N/A,101686.00,102834.00,101235.00
12/13/2024,101700.00,N/A,100003.00,102633.00,101150.00
12/12/2024,100051.00,N/A,100677.00,100351.00,99214.20
12/11/2024,100656.00,N/A,97543.20,101828.00,100345.00
12/10/2024,97560.20,N/A,97024.70,97622.70,95689.50
12/09/2024,96719.30,N/A,99417.20,98131.60,95587.80
12/08/2024,99736.00,N/A,99165.80,100317.00,99354.50
12/07/2024,99939.70,N/A,100412.00,100442.00,98969.00
12/06/2024,99566.70,N/A,97881.00,100442.00,99099.30
12/05/2024,97954.10,N/A,103316.00,98795.80,96452.00
12/04/2024,103127.00,N/A,95998.30,103719.00,97949.10
12/03/2024,95833.30,N/A,95918.80,96606.50,95344.20
12/02/2024,95942.40,N/A,96728.00,96228.70,95407.80
12/01/2024,96642.00,N/A,96486.50,98082.00,96137.30
11/30/2024,96403.90,N/A,96688.10,96667.50,95721.80
11/29/2024,96672.10,N/A,96258.80,97461.90,96371.50
11/28/2024,96407.60,N/A,95760.20,96825.40,95405.70
11/27/2024,95649.20,N/A,92538.40,96549.00,94867.10
11/26/2024,92549.20,N/A,94300.60,93179.10,91795.50
11/25/2024,94440.20,N/A,97814.60,94909.30,92827.30
11/24/2024,97706.50,N/A,98188.20,98051.90,96953.40
11/23/2024,98096.20,N/A,98622.30,98552.60,97644.00
11/22/2024,98429.40,N/A,98804.50,98927.20,98341.80
11/21/2024,98817.00,N/A,97487.40,99289.30,97868.90
11/20/2024,96865.20,N/A,92147.20,96904.80,94063.80
11/19/2024,92191.10,N/A,91506.80,92419.70,91517.40
11/18/2024,91376.00,N/A,90445.60,91805.70,90378.70
11/17/2024,90532.00,N/A,90384.40,90916.60,89674.20
11/16/2024,90469.50,N/A,91274.60,90883.90,89387.70
11/15/2024,91239.90,N/A,87443.80,91673.90,90863.50
11/14/2024,87221.60,N/A,90100.60,88463.70,87118.80
11/13/2024,90015.60,N/A,87216.00,90523.20,89375.10
11/12/2024,86313.80,N/A,88474.40,88533.40,86313.80
11/11/2024,88728.20,N/A,81468.00,89436.10,86742.60
11/10/2024,81361.70,N/A,79079.20,81792.40,80231.80
11/09/2024,76383.30,N/A,76371.80,76793.80,75732.50
11/08/2024,76369.60,N/A,75849.10,76629.30,76147.00
11/07/2024,75901.80,N/A,74730.50,76359.50,75599.00
11/06/2024,74675.10,N/A,74457.10,75995.30,74627.80
11/05/2024,74552.90,N/A,68335.70,74954.60,69323.00
11/04/2024,68346.00,N/A,69038.40,68489.70,67473.60
11/03/2024,69121.00,N/A,68378.60,69483.40,68257.50
11/02/2024,68423.00,N/A,69660.60,69383.60,67882.50
11/01/2024,69671.20,N/A,69557.60,69896.90,69478.70
10/31/2024,69369.80,N/A,72551.60,70445.20,68860.50
10/30/2024,72354.70,N/A,72339.20,72589.80,72043.80
10/29/2024,72233.80,N/A,71181.80,72772.60,72016.40
10/28/2024,70943.70,N/A,67724.50,71521.00,69753.20
10/27/2024,67706.10,N/A,67279.10,68102.90,67673.60
10/26/2024,67032.20,N/A,66690.80,67119.50,66924.60
10/25/2024,66884.20,N/A,67995.50,67007.00,66443.80
10/24/2024,68017.30,N/A,67216.50,68266.60,67832.20
10/23/2024,67266.70,N/A,67074.90,67588.00,66510.60
10/22/2024,67342.30,N/A,67494.00,67441.10,67134.30
10/21/2024,67362.90,N/A,68936.70,67684.00,66609.40
10/20/2024,68883.80,N/A,68187.50,69490.80,68599.20
10/19/2024,68165.60,N/A,68448.70,68444.70,67443.90
10/18/2024,68498.70,N/A,67555.80,68688.80,68306.60
10/17/2024,67633.20,N/A,67604.50,68201.30,67190.90
10/16/2024,67656.30,N/A,67096.70,67933.50,67416.80
10/15/2024,67171.20,N/A,65392.10,67557.20,66766.60
10/14/2024,65448.30,N/A,64277.30,66317.50,65379.00
10/13/2024,64052.60,N/A,62703.20,64186.60,62463.70
10/12/2024,62707.20,N/A,62565.80,63284.60,62680.00
10/11/2024,62538.00,N/A,60612.40,63037.90,62486.10
10/10/2024,60659.60,N/A,60857.10,60698.50,60080.60
10/09/2024,60888.80,N/A,62389.10,60947.50,60370.70
10/08/2024,62369.50,N/A,62624.10,62479.30,62010.10
10/07/2024,62596.40,N/A,63529.70,62802.00,62166.90
10/06/2024,63510.80,N/A,61886.20,63958.30,62670.20
10/05/2024,61920.90,N/A,61861.70,62145.70,61889.50
10/04/2024,61931.30,N/A,60950.60,62192.70,61705.70
10/03/2024,60970.00,N/A,61463.20,61269.60,60469.30
10/02/2024,61336.20,N/A,61748.20,61371.10,60544.00
10/01/2024,61774.40,N/A,63722.20,61877.50,60752.20
09/30/2024,63686.50,N/A,64546.90,63734.10,63007.70
09/29/2024,64520.20,N/A,65817.30,65607.00,64215.20
09/28/2024,65756.20,N/A,65989.00,65980.80,65654.80
09/27/2024,66069.10,N/A,65373.50,66232.50,65732.70
09/26/2024,65355.00,N/A,63502.30,65355.00,64839.20
09/25/2024,63503.90,N/A,64456.80,63537.20,62693.30
09/24/2024,64401.60,N/A,63125.50,64788.50,64018.90
09/23/2024,63130.00,N/A,64350.80,63394.40,62740.80
09/22/2024,64414.30,N/A,63108.50,64723.40,62650.00
09/21/2024,63084.30,N/A,62889.90,63441.20,62836.90
09/20/2024,62952.50,N/A,63705.70,63285.70,62829.20
09/19/2024,63563.70,N/A,62116.00,63563.70,62624.80
09/18/2024,62087.10,N/A,60513.20,62539.80,61596.50
09/17/2024,60579.30,N/A,58056.00,60755.00,59911.20
09/16/2024,58111.10,N/A,58576.10,58342.40,57630.20
09/15/2024,58562.00,N/A,60160.00,59204.30,58138.60
09/14/2024,60145.70,N/A,60295.00,60268.20,59994.10
09/13/2024,60350.70,N/A,58053.00,60609.40,60293.70
09/12/2024,57907.80,N/A,57946.60,58240.70,57882.80
09/11/2024,58259.20,N/A,56926.30,58445.70,57335.50
09/10/2024,56777.60,N/A,56777.30,57726.10,56704.80
09/09/2024,56595.30,N/A,55119.80,57059.90,56584.50
09/08/2024,55184.90,N/A,54340.20,55337.40,54740.20
09/07/2024,54179.00,N/A,52865.60,54819.20,53754.30
09/06/2024,53836.60,N/A,56593.90,54066.60,53754.30
09/05/2024,56680.20,N/A,57123.40,56844.80,55996.70
09/04/2024,57118.70,N/A,56653.40,58318.90,56956.40
09/03/2024,56734.50,N/A,59109.70,57929.80,55732.10
09/02/2024,59131.20,N/A,57757.50,59799.70,59046.80
09/01/2024,57647.00,N/A,58526.10,57736.60,57185.80
08/31/2024,58604.20,N/A,59237.30,59058.70,58289.10
08/30/2024,59254.60,N/A,59036.30,59447.00,59084.00
08/29/2024,59076.90,N/A,59143.50,59480.70,58923.60
08/28/2024,59192.70,N/A,62764.50,59649.30,58932.10
08/27/2024,59309.40,N/A,62920.60,59448.30,58932.10
08/26/2024,62960.00,N/A,64118.40,63201.40,62671.00
08/25/2024,64095.50,N/A,64108.30,64472.50,63812.90
08/24/2024,64210.30,N/A,63635.40,64458.90,63643.20
08/23/2024,63817.10,N/A,60597.00,64178.00,63643.20
08/22/2024,60581.80,N/A,60552.20,60922.20,60354.40
08/21/2024,60445.60,N/A,59299.90,61213.10,59815.80
08/20/2024,59233.10,N/A,60604.60,59512.40,58831.10
08/19/2024,60587.70,N/A,58743.20,60878.50,59382.10
08/18/2024,58731.80,N/A,59340.40,58760.80,58274.70
08/17/2024,59515.10,N/A,59154.90,60210.30,59395.30
08/16/2024,59041.20,N/A,57892.40,59387.40,58825.50
08/15/2024,57900.20,N/A,58443.10,58374.20,57129.10
08/14/2024,58475.90,N/A,60966.00,59047.20,58076.70
08/13/2024,61064.20,N/A,59030.10,61268.50,60437.20
08/12/2024,58960.60,N/A,58511.40,59908.70,58890.00
08/11/2024,58554.60,N/A,61097.50,59072.80,58283.40
08/10/2024,61116.20,N/A,60441.20,61361.60,60902.10
08/09/2024,60507.30,N/A,61365.80,61344.50,60322.50
08/08/2024,61285.70,N/A,57079.90,61712.30,60818.50
08/07/2024,57209.10,N/A,56883.10,57635.70,54786.90
08/06/2024,56789.10,N/A,55682.90,57260.50,55641.30
08/05/2024,55701.40,N/A,53942.40,56228.60,53998.20
08/04/2024,54162.30,N/A,60731.10,58291.40,52659.80
08/03/2024,60379.50,N/A,61989.00,62184.20,59914.60
08/02/2024,61813.90,N/A,64598.80,61847.50,60532.90
08/01/2024,64471.70,N/A,63941.20,65567.10,63697.10
07/31/2024,64036.60,N/A,66070.90,64827.60,63763.10
07/30/2024,66047.00,N/A,66609.60,66395.50,65912.20
07/29/2024,66545.20,N/A,69350.60,66868.20,65896.90
07/28/2024,69349.90,N/A,67945.10,69762.00,68178.70
07/27/2024,68039.20,N/A,67802.00,68279.00,67392.90
07/26/2024,67792.40,N/A,67049.90,68080.20,67647.00
07/25/2024,67092.00,N/A,64113.70,67438.50,65764.30
07/24/2024,63991.80,N/A,66054.40,65615.90,63914.40
07/23/2024,66054.50,N/A,67649.90,66105.30,65481.10
07/22/2024,67486.80,N/A,67051.30,68468.90,67484.70
07/21/2024,67923.60,N/A,67292.30,68468.90,67787.90
07/20/2024,67192.60,N/A,66583.40,67395.40,66977.00
07/19/2024,66670.60,N/A,63814.40,66825.60,66257.40
07/18/2024,64290.30,N/A,64700.20,64365.00,63326.10
07/17/2024,64919.90,N/A,65621.90,65040.10,63923.30
07/16/2024,65758.00,N/A,64762.80,66051.50,64975.50
07/15/2024,64773.50,N/A,62653.10,64953.40,64457.30
07/14/2024,62704.30,N/A,59483.50,62745.40,60678.80
07/13/2024,59388.60,N/A,57813.80,59837.80,59207.90
07/12/2024,57861.70,N/A,56918.00,57976.90,57770.60
07/11/2024,56919.70,N/A,57566.60,57563.20,56575.70
07/10/2024,57454.50,N/A,58181.80,58350.30,57095.00
07/09/2024,58151.00,N/A,57167.80,58152.70,57376.90
07/08/2024,57200.80,N/A,55174.90,57299.20,56306.30
07/07/2024,55155.50,N/A,57969.30,56017.00,54320.00
07/06/2024,57860.70,N/A,56592.10,58258.70,57860.00
07/05/2024,56399.90,N/A,55226.50,56975.70,56198.00
07/04/2024,55337.80,N/A,59102.90,57471.10,55109.00
07/03/2024,59045.50,N/A,60957.50,60463.00,58055.40
07/02/2024,60947.20,N/A,63118.80,62263.60,60756.90
07/01/2024,63111.80,N/A,63426.40,63257.00,62794.00
06/30/2024,63434.00,N/A,60888.40,63786.80,62583.40
06/29/2024,60917.50,N/A,60738.10,61061.80,60757.70
06/28/2024,60745.00,N/A,61814.60,60979.20,60382.80
06/27/2024,61805.10,N/A,61006.20,62175.40,61478.00
06/26/2024,61028.50,N/A,61934.90,61206.40,60786.40
06/25/2024,61963.80,N/A,61299.10,62469.40,61652.70
06/24/2024,61376.30,N/A,62857.10,61585.50,60262.20
06/23/2024,62914.20,N/A,64420.00,63357.10,62732.80
06/22/2024,64460.60,N/A,64319.40,64518.90,64261.00
06/21/2024,64275.70,N/A,64512.90,64335.60,63944.00
06/20/2024,64696.40,N/A,65179.00,65054.90,64638.50
06/19/2024,65294.20,N/A,65464.70,65706.40,64843.90
06/18/2024,65430.80,N/A,65483.40,65561.20,64843.90
06/17/2024,65502.20,N/A,66231.80,66571.20,64589.40
06/16/2024,66290.60,N/A,66139.50,66893.00,66243.90
06/15/2024,66039.10,N/A,65735.10,66446.40,65895.10
06/14/2024,66235.00,N/A,66736.20,66274.70,65976.20
06/13/2024,66738.90,N/A,67455.80,67018.00,66495.90
06/12/2024,67322.90,N/A,67403.40,68384.60,67014.50
06/11/2024,67389.80,N/A,68456.90,67577.80,66911.50
06/10/2024,68320.50,N/A,69612.30,69573.30,67969.30
06/09/2024,69611.80,N/A,69259.70,69798.10,69426.00
06/08/2024,69275.00,N/A,69439.30,69337.40,69136.70
06/07/2024,69485.60,N/A,70990.70,69514.70,69295.10
06/06/2024,70979.20,N/A,71053.30,70998.00,70668.00
06/05/2024,71053.70,N/A,70838.60,71237.80,70910.10
06/04/2024,70873.90,N/A,69136.70,71224.50,70433.20
06/03/2024,69154.60,N/A,68408.10,69361.60,68707.90
06/02/2024,68441.30,N/A,67712.60,68778.10,67616.80
06/01/2024,67796.60,N/A,67715.00,67893.30,67641.10
